AP,REG,type,an_total_value_value,an_total_low_value,an_total_high_value,excessrate_total_value_value,excessrate_total_low_value,excessrate_total_high_value,fraction_total_value_value,fraction_total_low_value,fraction_total_high_value
pm25v0,BE232,Attribute,24.60930676,20.4061369,28.37990449,126.9044436,105.2297055,146.348502,1.268946474,1.052218787,1.463368351
pm25v0,BE231,Attribute,36.06671828,30.21446112,41.46917302,130.6434605,109.4450704,150.2125239,1.275678547,1.0686847,1.466762829
pm25v0,BE225,Attribute,21.93637554,19.00664578,24.4325065,87.99594025,76.24361287,98.00891848,1.279935004,1.109000326,1.425569454
pm25v0,BE224,Attribute,36.79453592,30.1792163,42.21290217,89.24296622,73.19795643,102.3848284,1.067534968,0.875605933,1.224735722
pm25v0,BE223,Attribute,22.971063,19.72339542,25.7894951,116.1104748,99.69478275,130.3565217,1.337685151,1.148569339,1.501804111
pm25v0,BE213,Attribute,36.05155229,28.12087085,42.68697346,82.44293199,64.30714172,97.61667282,0.987080795,0.769945885,1.168750564
pm25v0,BE212,Attribute,32.12440591,25.13962539,38.23748405,98.41308882,77.01517379,117.14056,1.01316406,0.792873709,1.20596167
pm25v0,BE211,Attribute,86.59503196,60.75297504,109.8707304,87.05185712,61.07359576,110.4501436,0.891737543,0.625621948,1.131424995
pm25v0,BE100,Attribute,55.49660164,14.76638773,94.00496978,50.56884812,13.45536124,85.6570853,0.590314864,0.157068994,0.999929141
pm25v0,AT342,Attribute,10.45312885,5.446631078,14.99101545,37.07213249,19.31670617,53.16536777,0.519034432,0.270448796,0.744345138
pm25v0,AT341,Attribute,0.36324078,0,3.396199851,4.092094432,0,38.25979797,0.053944054,0,0.504346686
pm25v0,AT335,Attribute,1.955712237,0,8.527349222,8.081729852,0,35.23793058,0.109694715,0,0.478286002
pm25v0,AT334,Attribute,0,0,4.078713247,0,0,40.44317009,0,0,0.576116344
pm25v0,AT333,Attribute,0.400447346,0,3.353741076,8.07099709,0,67.59507145,0.095232902,0,0.797532247
pm25v0,AT332,Attribute,1.637684043,0,11.53945468,5.711967103,0,40.2470941,0.071371928,0,0.50289196
pm25v0,AT331,Attribute,0,0,1.138108899,0,0,35.73216492,0,0,0.430005263
pm25v0,AT323,Attribute,3.596389494,0,12.38789313,10.3768347,0,35.74310179,0.127580469,0,0.439451643
pm25v0,AT322,Attribute,1.147371456,0,6.724669103,7.008956916,0,41.07889619,0.090085534,0,0.527975854
pm25v0,AT321,Attribute,0.110480294,0,0.898099231,5.312834531,0,43.18844436,0.063100971,0,0.512942114
pm25v0,AT315,Attribute,11.53623779,6.067153996,16.56267681,50.01306662,26.3030076,71.80402579,0.550418158,0.289478932,0.790234453
pm25v0,AT314,Attribute,8.779572289,4.949253252,12.43842684,57.30217731,32.30262663,81.18257884,0.602290349,0.339527236,0.85328814
pm25v0,AT313,Attribute,16.92971804,13.33031288,20.05222995,82.64858269,65.07685824,97.89215393,1.016784874,0.800612741,1.204313612
pm25v0,AT312,Attribute,41.6505317,27.50906162,54.97189875,75.23528391,49.69119848,99.29770757,0.845418934,0.558381265,1.115806077
pm25v0,AT311,Attribute,25.68805823,20.55342534,30.68383853,92.71587599,74.18360972,110.7469102,1.051619236,0.841422099,1.256129854
pm25v0,AT226,Attribute,4.05218091,0.07726084,8.008993221,39.01367442,0.743849762,77.10955112,0.356491507,0.006797117,0.704584865
pm25v0,AT225,Attribute,23.74396771,19.78983094,27.47347057,124.1420014,103.4684314,143.6410799,1.202473037,1.00222581,1.391343022
pm25v0,AT224,Attribute,34.0300377,28.61219177,38.95685234,127.4100255,107.1253347,145.8562789,1.363222486,1.146190574,1.560583099
pm25v0,AT223,Attribute,6.288963001,0,14.00479165,37.85581488,0,84.30090942,0.313652663,0,0.698465142
pm25v0,AT222,Attribute,0.793824783,0,3.841864761,9.898174961,0,47.90411247,0.098648781,0,0.477423294
pm25v0,AT221,Attribute,32.06027814,20.02015065,43.27993867,79.94858916,49.92484191,107.9256571,0.907881171,0.566933759,1.225590312
pm25v0,AT213,Attribute,13.28266436,9.047896662,17.42569416,86.46766702,58.89990181,113.4384285,0.844067443,0.574965779,1.107336642
pm25v0,AT212,Attribute,6.803460304,1.740753307,11.86250751,53.21564465,13.61582642,92.78732902,0.539924586,0.138149174,0.941395063
pm25v0,AT211,Attribute,18.28911089,10.61861798,25.87227027,66.06566046,38.35776701,93.45781326,0.661052074,0.383810316,0.935130245
pm25v0,AT130,Attribute,217.6486864,154.853329,278.6212122,126.9119638,90.29676194,162.4634624,1.342690481,0.955301122,1.718834856
pm25v0,AT127,Attribute,42.75669598,32.27170167,52.75650515,134.1277273,101.2368819,165.4962231,1.394984989,1.052909706,1.721225294
pm25v0,AT126,Attribute,52.99985648,45.78835868,60.16286649,173.8300508,150.1781968,197.3226986,1.829450565,1.580532099,2.076692806
pm25v0,AT125,Attribute,30.41396817,25.9890739,34.59426325,245.7426889,209.9899933,279.5190057,2.081948551,1.779060194,2.368090086
pm25v0,AT124,Attribute,27.71089179,21.42810912,33.59274767,125.8876402,97.34552809,152.6084301,1.143264608,0.884060738,1.385925586
pm25v0,AT123,Attribute,14.97679295,11.38389968,18.60832909,100.7985969,76.6175168,125.2395998,1.032264863,0.784630385,1.28256071
pm25v0,AT122,Attribute,30.89965718,25.2156167,36.33226416,121.9949528,99.55393762,143.443227,1.151594233,0.939759685,1.354057003
pm25v0,AT121,Attribute,21.38788432,16.8615495,25.53266034,88.53332197,69.79703708,105.6901412,0.955953549,0.753648301,1.141203099
pm25v0,AT113,Attribute,18.42198291,15.64064506,20.96507472,189.1119277,160.5599013,215.2182352,1.635603296,1.388665615,1.861387171
pm25v0,AT112,Attribute,26.97629819,23.01133094,30.71118536,180.3780566,153.8665758,205.3509876,1.738893535,1.483317985,1.979636439
pm25v0,AT111,Attribute,7.857500305,6.527133226,9.048839086,209.1726976,173.757321,240.8870298,1.756430449,1.459062946,2.022716106
